-5, 0, -3.63521e+07, -8.6349e+06, 413679
-4.9, 0, -3.63521e+07, -8.6349e+06, 413679
-4.8, 0, -3.63521e+07, -8.6349e+06, 413679
-4.7, 0, -3.63521e+07, -8.6349e+06, 413679
-4.6, 0, -3.63521e+07, -8.6349e+06, 413679
-4.5, 0, -3.63521e+07, -8.6349e+06, 413679
-4.4, 0, -3.63521e+07, -8.6349e+06, 413679
-4.3, 0, -3.63521e+07, -8.6349e+06, 413679
-4.2, 0, -3.32504e+07, -7.30731e+06, 1.14838e+06
-4.1, 0, -3.76624e+07, -9.41997e+06, 2.25925e+06
-4, 0, -3.76624e+07, -9.41997e+06, 2.25925e+06
-3.9, 0, -3.76624e+07, -9.41997e+06, 2.25925e+06
-3.8, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.7, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.6, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.5, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.4, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.3, 0, -3.54347e+07, -6.9571e+06, 1.23853e+06
-3.2, 0, -4.02192e+07, -9.00762e+06, 1.5232e+06
-3.1, 0, -4.02192e+07, -9.00762e+06, 1.5232e+06
-3, 0, -4.02192e+07, -9.00762e+06, 1.5232e+06
-2.9, 0, -4.49792e+07, -1.06077e+07, 144364
-2.8, 0, -4.49792e+07, -1.06077e+07, 144364
-2.7, 0, -4.49792e+07, -1.06077e+07, 144364
-2.6, 0, -4.49792e+07, -1.06077e+07, 144364
-2.5, 0, -4.49792e+07, -1.06077e+07, 144364
-2.4, 0, -4.49792e+07, -1.06077e+07, 144364
-2.3, 0, -4.49792e+07, -1.06077e+07, 144364
-2.2, 0, -4.49792e+07, -1.06077e+07, 144364
-2.1, 0, -4.49792e+07, -1.06077e+07, 144364
-2, 0, -4.49792e+07, -1.06077e+07, 144364
-1.9, 0, -4.49501e+07, -2.97117e+06, -2.4248e+06
-1.8, 0, -4.94533e+07, 4.87192e+06, 1.67677e+06
-1.7, 0, -4.94533e+07, 4.87192e+06, 1.67677e+06
-1.6, 0, -4.94533e+07, 4.87192e+06, 1.67677e+06
-1.5, 0, -4.94533e+07, 4.87192e+06, 1.67677e+06
-1.4, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-1.3, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-1.2, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-1.1, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-1, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.9, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.8, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.7, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.6, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.5, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.4, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.3, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.2, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
-0.1, 0, -1.51076e+08, -3.86808e+07, 4.21517e+06
0, 0, -6.68163e+07, -1.12396e+08, -7.65541e+07
0.1, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.2, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.3, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.4, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.5, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.6, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.7, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.8, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
0.9, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
1, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
