1.1, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
1.2, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
1.3, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
1.4, 0, -1.49345e+08, -6.74629e+07, -1.4416e+07
1.5, 0, -3.12156e+07, -1.68359e+07, 576831
1.6, 0, -3.12156e+07, -1.68359e+07, 576831
1.7, 0, -3.12156e+07, -1.68359e+07, 576831
1.8, 0, -3.12156e+07, -1.68359e+07, 576831
1.9, 0, -3.24128e+07, -2.50935e+07, 4.63831e+06
2, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.1, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.2, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.3, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.4, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.5, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.6, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.7, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.8, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
2.9, 0, -2.58989e+07, -1.67406e+07, 7.94804e+06
3, 0, -2.54209e+07, -4.54561e+06, 5.79384e+06
3.1, 0, -2.54209e+07, -4.54561e+06, 5.79384e+06
3.2, 0, -2.54209e+07, -4.54561e+06, 5.79384e+06
3.3, 0, -2.54209e+07, -4.54561e+06, 5.79384e+06
3.4, 0, -1.515e+07, 2.32328e+06, 1.07742e+07
3.5, 0, -1.515e+07, 2.32328e+06, 1.07742e+07
3.6, 0, -1.515e+07, 2.32328e+06, 1.07742e+07
3.7, 0, -1.515e+07, 2.32328e+06, 1.07742e+07
3.8, 0, -1.515e+07, 2.32328e+06, 1.07742e+07
3.9, 0, -2.03868e+07, 2.70318e+07, 6.43119e+06
4, 0, -2.03868e+07, 2.70318e+07, 6.43119e+06
4.1, 0, -2.03868e+07, 2.70318e+07, 6.43119e+06
4.2, 0, -1.68136e+07, 2.89121e+07, -730403
4.3, 0, -1.68136e+07, 2.89121e+07, -730403
4.4, 0, -1.68136e+07, 2.89121e+07, -730403
4.5, 0, -1.68136e+07, 2.89121e+07, -730403
4.6, 0, -1.68136e+07, 2.89121e+07, -730403
4.7, 0, -1.68136e+07, 2.89121e+07, -730403
4.8, 0, -1.68136e+07, 2.89121e+07, -730403
4.9, 0, -1.68136e+07, 2.89121e+07, -730403
